,DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
12254,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Iron,,Extractable,0.36,mg/L,Actual,,,mg/L,,Preliminary,,102082.0,ENV/CANADA,,,,,ECCCLabs,
12255,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Magnesium,,Dissolved,0.86,mg/L,Actual,,,mg/L,,Preliminary,,102953.0,ENV/CANADA,,,,,ECCCLabs,
12256,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Manganese,,Extractable,22.2,ug/L,Actual,,,ug/L,,Preliminary,,110699.0,ENV/CANADA,,,,,ECCCLabs,
12257,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Nickel,,Extractable,0.3,ug/L,Actual,,,ug/L,,Preliminary,,110701.0,ENV/CANADA,,,,,ECCCLabs,
12258,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Organic carbon,,Total,25.1,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
12259,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,pH,,,4.5,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
12260,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Potassium,,Dissolved,0.18,mg/L,Actual,,,mg/L,,Preliminary,,102954.0,ENV/CANADA,,,,,ECCCLabs,
12261,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Sodium,,Dissolved,3.39,mg/L,Actual,,,mg/L,,Preliminary,,102955.0,ENV/CANADA,,,,,ECCCLabs,
12262,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Specific conductance,,,42.7,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
12263,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Strontium,,Extractable,9.6,ug/L,Actual,,,ug/L,,Preliminary,,110702.0,ENV/CANADA,,,,,ECCCLabs,
12264,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Sulfate,,Dissolved,2.83,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
12265,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Titanium,,Extractable,3.1,ug/L,Actual,,,ug/L,,Preliminary,,110703.0,ENV/CANADA,,,,,ECCCLabs,
12266,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.13,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
12267,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Vanadium,,Extractable,0.5,ug/L,Actual,,,ug/L,,Preliminary,,110704.0,ENV/CANADA,,,,,ECCCLabs,
12268,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Zinc,,Extractable,4.3,ug/L,Actual,,,ug/L,,Preliminary,,110705.0,ENV/CANADA,,,,,ECCCLabs,
12269,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,"Alkalinity, total",as CaCO3,,1.6,mg/L,Actual,,,mg/L,,Preliminary,,10111.0,ENV/CANADA,,,,,ECCCLabs,
12270,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Aluminum,,Extractable,137.6,ug/L,Actual,,,ug/L,,Preliminary,,110688.0,ENV/CANADA,,,,,ECCCLabs,
12271,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Antimony,,Extractable,0.2,ug/L,Actual,,,ug/L,,Preliminary,,110689.0,ENV/CANADA,,,,,ECCCLabs,
12272,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Apparent color,,,27.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
12273,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Barium,,Extractable,4.8,ug/L,Actual,,,ug/L,,Preliminary,,110691.0,ENV/CANADA,,,,,ECCCLabs,
12274,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Beryllium,,Extractable,0.1,ug/L,Actual,,,ug/L,,Preliminary,,110692.0,ENV/CANADA,,,,,ECCCLabs,
12275,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Boron,,Extractable,2.6,ug/L,Actual,,,ug/L,,Preliminary,,110693.0,ENV/CANADA,,,,,ECCCLabs,
12276,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Calcium,,Dissolved,1.3,mg/L,Actual,,,mg/L,,Preliminary,,102952.0,ENV/CANADA,,,,,ECCCLabs,
12277,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Chloride,,Dissolved,5.52,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
12278,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Chromium,,Extractable,1.3,ug/L,Actual,,,ug/L,,Preliminary,,110695.0,ENV/CANADA,,,,,ECCCLabs,
12279,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Cobalt,,Extractable,0.3,ug/L,Actual,,,ug/L,,Preliminary,,110696.0,ENV/CANADA,,,,,ECCCLabs,
12280,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Copper,,Extractable,2.4,ug/L,Actual,,,ug/L,,Preliminary,,110697.0,ENV/CANADA,,,,,ECCCLabs,
12281,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Gran acid neutralizing capacity,,,-0.16,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
12282,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Inorganic carbon,,Total,1.4,mg/L,Actual,,,mg/L,,Preliminary,,3022.0,ENV/CANADA,,,,,ECCCLabs,
12283,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Iron,,Extractable,0.17,mg/L,Actual,,,mg/L,,Preliminary,,102082.0,ENV/CANADA,,,,,ECCCLabs,
12284,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Lead,,Extractable,0.3,ug/L,Actual,,,ug/L,,Preliminary,,110698.0,ENV/CANADA,,,,,ECCCLabs,
12285,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Magnesium,,Dissolved,0.92,mg/L,Actual,,,mg/L,,Preliminary,,102953.0,ENV/CANADA,,,,,ECCCLabs,
12286,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Manganese,,Extractable,68.1,ug/L,Actual,,,ug/L,,Preliminary,,110699.0,ENV/CANADA,,,,,ECCCLabs,
12287,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Molybdenum,,Extractable,0.4,ug/L,Actual,,,ug/L,,Preliminary,,110700.0,ENV/CANADA,,,,,ECCCLabs,
12288,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Nickel,,Extractable,0.9,ug/L,Actual,,,ug/L,,Preliminary,,110701.0,ENV/CANADA,,,,,ECCCLabs,
12289,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Organic carbon,,Total,8.2,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
12290,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,pH,,,4.9,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
12291,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Potassium,,Dissolved,0.13,mg/L,Actual,,,mg/L,,Preliminary,,102954.0,ENV/CANADA,,,,,ECCCLabs,
12292,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Sodium,,Dissolved,3.65,mg/L,Actual,,,mg/L,,Preliminary,,102955.0,ENV/CANADA,,,,,ECCCLabs,
12293,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Specific conductance,,,40.9,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
12294,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Strontium,,Extractable,9.1,ug/L,Actual,,,ug/L,,Preliminary,,110702.0,ENV/CANADA,,,,,ECCCLabs,
12295,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Sulfate,,Dissolved,4.83,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
12296,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Titanium,,Extractable,0.9,ug/L,Actual,,,ug/L,,Preliminary,,110703.0,ENV/CANADA,,,,,ECCCLabs,
12297,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.07,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
12298,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Vanadium,,Extractable,0.2,ug/L,Actual,,,ug/L,,Preliminary,,110704.0,ENV/CANADA,,,,,ECCCLabs,
12299,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:01:00,,,,,,Zinc,,Extractable,7.0,ug/L,Actual,,,ug/L,,Preliminary,,110705.0,ENV/CANADA,,,,,ECCCLabs,
12300,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,"Alkalinity, total",as CaCO3,,1.7,mg/L,Actual,,,mg/L,,Preliminary,,10111.0,ENV/CANADA,,,,,ECCCLabs,
12301,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Aluminum,,Extractable,238.1,ug/L,Actual,,,ug/L,,Preliminary,,110688.0,ENV/CANADA,,,,,ECCCLabs,
12302,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Apparent color,,,84.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
12303,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Barium,,Extractable,4.8,ug/L,Actual,,,ug/L,,Preliminary,,110691.0,ENV/CANADA,,,,,ECCCLabs,
12304,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Boron,,Extractable,2.8,ug/L,Actual,,,ug/L,,Preliminary,,110693.0,ENV/CANADA,,,,,ECCCLabs,
12305,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Calcium,,Dissolved,1.2,mg/L,Actual,,,mg/L,,Preliminary,,102952.0,ENV/CANADA,,,,,ECCCLabs,
12306,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Chloride,,Dissolved,6.01,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
12307,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Chromium,,Extractable,1.9,ug/L,Actual,,,ug/L,,Preliminary,,110695.0,ENV/CANADA,,,,,ECCCLabs,
12308,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Cobalt,,Extractable,0.2,ug/L,Actual,,,ug/L,,Preliminary,,110696.0,ENV/CANADA,,,,,ECCCLabs,
12309,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Copper,,Extractable,4.6,ug/L,Actual,,,ug/L,,Preliminary,,110697.0,ENV/CANADA,,,,,ECCCLabs,
12310,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Gran acid neutralizing capacity,,,-0.11,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
12311,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Iron,,Extractable,0.23,mg/L,Actual,,,mg/L,,Preliminary,,102082.0,ENV/CANADA,,,,,ECCCLabs,
12312,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Magnesium,,Dissolved,0.68,mg/L,Actual,,,mg/L,,Preliminary,,102953.0,ENV/CANADA,,,,,ECCCLabs,
12313,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Manganese,,Extractable,27.4,ug/L,Actual,,,ug/L,,Preliminary,,110699.0,ENV/CANADA,,,,,ECCCLabs,
12314,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Nickel,,Extractable,0.3,ug/L,Actual,,,ug/L,,Preliminary,,110701.0,ENV/CANADA,,,,,ECCCLabs,
12315,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Organic carbon,,Total,12.8,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
12316,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,pH,,,5.0,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
12317,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Potassium,,Dissolved,0.36,mg/L,Actual,,,mg/L,,Preliminary,,102954.0,ENV/CANADA,,,,,ECCCLabs,
12318,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Sodium,,Dissolved,4.24,mg/L,Actual,,,mg/L,,Preliminary,,102955.0,ENV/CANADA,,,,,ECCCLabs,
12319,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Specific conductance,,,40.0,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
12320,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Strontium,,Extractable,7.6,ug/L,Actual,,,ug/L,,Preliminary,,110702.0,ENV/CANADA,,,,,ECCCLabs,
12321,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-12-03,12:00:00,,,,,,Sulfate,,Dissolved,3.68,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
